sim,fy,region,country,type,clients
28,FY23,Latin America,Guatemala,clients_f,9040.727713716293
28,FY23,Latin America,Guatemala,clients_m,4410.319355279387
28,FY23,Latin America,Guatemala,clients_total,13451.04706899568
28,FY23,Latin America,Honduras,edu_f,0
28,FY23,Latin America,Honduras,edu_m,0
28,FY23,Latin America,Honduras,edu_total,0
28,FY23,Latin America,Honduras,health_f,0
28,FY23,Latin America,Honduras,health_m,0
28,FY23,Latin America,Honduras,health_total,0
28,FY23,Latin America,Honduras,power_f,4418.782163146294
28,FY23,Latin America,Honduras,power_m,2479.854501323187
28,FY23,Latin America,Honduras,power_total,6898.636664469481
28,FY23,Latin America,Honduras,safety_f,3960.31852727493
28,FY23,Latin America,Honduras,safety_m,927.4348952379372
28,FY23,Latin America,Honduras,safety_total,4887.7534225128675
28,FY23,Latin America,Honduras,wb_f,380.3669123077436
28,FY23,Latin America,Honduras,wb_m,57.54841833983373
28,FY23,Latin America,Honduras,wb_total,437.9153306475774
28,FY23,Latin America,Honduras,clients_f,6568.540441810681
28,FY23,Latin America,Honduras,clients_m,2964.110601921806
28,FY23,Latin America,Honduras,clients_total,9532.651043732489
28,FY23,Latin America,Mexico,edu_f,0
28,FY23,Latin America,Mexico,edu_m,0
28,FY23,Latin America,Mexico,edu_total,0
28,FY23,Latin America,Mexico,health_f,1715.1527859967298
28,FY23,Latin America,Mexico,health_m,2146.6266642869045
28,FY23,Latin America,Mexico,health_total,3861.779450283634
28,FY23,Latin America,Mexico,power_f,6451.844469851167
28,FY23,Latin America,Mexico,power_m,5457.467563337986
28,FY23,Latin America,Mexico,power_total,11909.312033189151
28,FY23,Latin America,Mexico,safety_f,469.4010987620284
28,FY23,Latin America,Mexico,safety_m,218.61386417879848
28,FY23,Latin America,Mexico,safety_total,688.0149629408269
28,FY23,Latin America,Mexico,wb_f,1950.8934739348024
28,FY23,Latin America,Mexico,wb_m,2614.543918400198
28,FY23,Latin America,Mexico,wb_total,4565.437392335
28,FY23,Latin America,Mexico,clients_f,8771.397181386446
28,FY23,Latin America,Mexico,clients_m,8233.672869632086
28,FY23,Latin America,Mexico,clients_total,17005.07005101853
28,FY23,Latin America,Peru,edu_f,0
28,FY23,Latin America,Peru,edu_m,0
28,FY23,Latin America,Peru,edu_total,0
28,FY23,Latin America,Peru,health_f,24125.266911414088
28,FY23,Latin America,Peru,health_m,10493.662621675892
28,FY23,Latin America,Peru,health_total,34618.92953308998
28,FY23,Latin America,Peru,power_f,0
28,FY23,Latin America,Peru,power_m,0
28,FY23,Latin America,Peru,power_total,0
28,FY23,Latin America,Peru,safety_f,10727.769309870931
28,FY23,Latin America,Peru,safety_m,2270.9124806838063
28,FY23,Latin America,Peru,safety_total,12998.68179055474
28,FY23,Latin America,Peru,wb_f,56.848436510877605
28,FY23,Latin America,Peru,wb_m,555.5688268745488
28,FY23,Latin America,Peru,wb_total,612.4172633854264
28,FY23,Latin America,Peru,clients_f,29384.100183195056
28,FY23,Latin America,Peru,clients_m,11854.341875542765
28,FY23,Latin America,Peru,clients_total,41238.44205873781
28,FY23,Latin America,Venezuela,edu_f,267.1329830991489
28,FY23,Latin America,Venezuela,edu_m,219.47290931368084
28,FY23,Latin America,Venezuela,edu_total,486.6058924128297
28,FY23,Latin America,Venezuela,health_f,21280.732413659127
28,FY23,Latin America,Venezuela,health_m,3684.1833136362434
28,FY23,Latin America,Venezuela,health_total,24964.91572729537
28,FY23,Latin America,Venezuela,power_f,0
28,FY23,Latin America,Venezuela,power_m,0
28,FY23,Latin America,Venezuela,power_total,0
28,FY23,Latin America,Venezuela,safety_f,11820.627216297027
28,FY23,Latin America,Venezuela,safety_m,2243.0869234263732
28,FY23,Latin America,Venezuela,safety_total,14063.714139723405
28,FY23,Latin America,Venezuela,wb_f,42.58191726574777
28,FY23,Latin America,Venezuela,wb_m,21.877629119011885
28,FY23,Latin America,Venezuela,wb_total,64.45954638475965
28,FY23,Latin America,Venezuela,clients_f,28319.57301215291
28,FY23,Latin America,Venezuela,clients_m,5115.758583501661
28,FY23,Latin America,Venezuela,clients_total,33435.33159565457
28,FY24,Latin America,Colombia,edu_f,2563.294760005406
28,FY24,Latin America,Colombia,edu_m,2515.2196892971606
28,FY24,Latin America,Colombia,edu_total,5078.514449302566
28,FY24,Latin America,Colombia,health_f,0
28,FY24,Latin America,Colombia,health_m,0
28,FY24,Latin America,Colombia,health_total,0
28,FY24,Latin America,Colombia,power_f,53.8199229192443
28,FY24,Latin America,Colombia,power_m,45.18184737998558
28,FY24,Latin America,Colombia,power_total,99.00177029922988
28,FY24,Latin America,Colombia,safety_f,5042.488582986248
28,FY24,Latin America,Colombia,safety_m,3817.243835395937
28,FY24,Latin America,Colombia,safety_total,8859.732418382184
28,FY24,Latin America,Colombia,wb_f,7608.857012374206
28,FY24,Latin America,Colombia,wb_m,2276.092009200257
28,FY24,Latin America,Colombia,wb_total,9884.949021574464
28,FY24,Latin America,Colombia,clients_f,11238.592097951514
28,FY24,Latin America,Colombia,clients_m,5410.944642136407
28,FY24,Latin America,Colombia,clients_total,16649.536740087922
28,FY24,Latin America,Ecuador,edu_f,1510.694468317474
28,FY24,Latin America,Ecuador,edu_m,778.2987144299462
28,FY24,Latin America,Ecuador,edu_total,2288.99318274742
28,FY24,Latin America,Ecuador,health_f,14651.11699081502
28,FY24,Latin America,Ecuador,health_m,8147.718991061584
28,FY24,Latin America,Ecuador,health_total,22798.835981876604
28,FY24,Latin America,Ecuador,power_f,184.98242524202192
28,FY24,Latin America,Ecuador,power_m,11.2521361353613
28,FY24,Latin America,Ecuador,power_total,196.2345613773832
28,FY24,Latin America,Ecuador,safety_f,3245.9732215893905
28,FY24,Latin America,Ecuador,safety_m,1226.9764266138204
28,FY24,Latin America,Ecuador,safety_total,4472.949648203211
28,FY24,Latin America,Ecuador,wb_f,639.8865301019139
28,FY24,Latin America,Ecuador,wb_m,328.8102853909656
28,FY24,Latin America,Ecuador,wb_total,968.6968154928796
28,FY24,Latin America,Ecuador,clients_f,17019.571995715145
28,FY24,Latin America,Ecuador,clients_m,9135.678368427329
28,FY24,Latin America,Ecuador,clients_total,26155.250364142477
28,FY24,Latin America,El Salvador,edu_f,0
28,FY24,Latin America,El Salvador,edu_m,0
28,FY24,Latin America,El Salvador,edu_total,0
28,FY24,Latin America,El Salvador,health_f,0
28,FY24,Latin America,El Salvador,health_m,0
28,FY24,Latin America,El Salvador,health_total,0
28,FY24,Latin America,El Salvador,power_f,65870.41720776325
28,FY24,Latin America,El Salvador,power_m,33127.71257168185
28,FY24,Latin America,El Salvador,power_total,98998.1297794451
28,FY24,Latin America,El Salvador,safety_f,5938.558955070837
28,FY24,Latin America,El Salvador,safety_m,1239.6088006151845
28,FY24,Latin America,El Salvador,safety_total,7178.167755686021
28,FY24,Latin America,El Salvador,wb_f,2059.892229790193
28,FY24,Latin America,El Salvador,wb_m,1085.8846137838373
28,FY24,Latin America,El Salvador,wb_total,3145.7768435740304
28,FY24,Latin America,El Salvador,clients_f,69413.03218087932
28,FY24,Latin America,El Salvador,clients_m,34119.35437563605
28,FY24,Latin America,El Salvador,clients_total,103532.38655651535
28,FY24,Latin America,Guatemala,edu_f,381.6191919219466
28,FY24,Latin America,Guatemala,edu_m,461.9914517282763
28,FY24,Latin America,Guatemala,edu_total,843.6106436502229
28,FY24,Latin America,Guatemala,health_f,0
28,FY24,Latin America,Guatemala,health_m,0
28,FY24,Latin America,Guatemala,health_total,0
28,FY24,Latin America,Guatemala,power_f,4709.036533634567
28,FY24,Latin America,Guatemala,power_m,2838.1115984380785
28,FY24,Latin America,Guatemala,power_total,7547.148132072645
28,FY24,Latin America,Guatemala,safety_f,9061.434685868246
28,FY24,Latin America,Guatemala,safety_m,3274.1216361780876
28,FY24,Latin America,Guatemala,safety_total,12335.556322046334
28,FY24,Latin America,Guatemala,wb_f,3181.661464535887
28,FY24,Latin America,Guatemala,wb_m,317.8124536567623
28,FY24,Latin America,Guatemala,wb_total,3499.473918192649
28,FY24,Latin America,Guatemala,clients_f,14874.302775619091
28,FY24,Latin America,Guatemala,clients_m,5852.515708237839
28,FY24,Latin America,Guatemala,clients_total,20726.81848385693
28,FY24,Latin America,Honduras,edu_f,102.41028440992248
28,FY24,Latin America,Honduras,edu_m,116.58813075966064
28,FY24,Latin America,Honduras,edu_total,218.9984151695831
28,FY24,Latin America,Honduras,health_f,0
28,FY24,Latin America,Honduras,health_m,0
28,FY24,Latin America,Honduras,health_total,0
28,FY24,Latin America,Honduras,power_f,3862.850742857105
28,FY24,Latin America,Honduras,power_m,1760.255403986261
28,FY24,Latin America,Honduras,power_total,5623.106146843366
28,FY24,Latin America,Honduras,safety_f,7213.260867120941
28,FY24,Latin America,Honduras,safety_m,2207.5974685537217
28,FY24,Latin America,Honduras,safety_total,9420.858335674662
28,FY24,Latin America,Honduras,wb_f,2430.2689674913963
28,FY24,Latin America,Honduras,wb_m,828.8069460725528
28,FY24,Latin America,Honduras,wb_total,3259.075913563949
28,FY24,Latin America,Honduras,clients_f,10874.167284481531
28,FY24,Latin America,Honduras,clients_m,3793.405684133165
28,FY24,Latin America,Honduras,clients_total,14667.5729686147
28,FY24,Latin America,Mexico,edu_f,0
28,FY24,Latin America,Mexico,edu_m,0
28,FY24,Latin America,Mexico,edu_total,0
28,FY24,Latin America,Mexico,health_f,4302.009433939036
28,FY24,Latin America,Mexico,health_m,3047.2233219909904
28,FY24,Latin America,Mexico,health_total,7349.232755930027
28,FY24,Latin America,Mexico,power_f,5493.996613233959
28,FY24,Latin America,Mexico,power_m,5293.150031782719
28,FY24,Latin America,Mexico,power_total,10787.146645016675
28,FY24,Latin America,Mexico,safety_f,405.487198396218
28,FY24,Latin America,Mexico,safety_m,242.80754540183017
28,FY24,Latin America,Mexico,safety_total,648.2947437980481
28,FY24,Latin America,Mexico,wb_f,550.8818770902648
28,FY24,Latin America,Mexico,wb_m,581.9701251448002
28,FY24,Latin America,Mexico,wb_total,1132.852002235065
28,FY24,Latin America,Mexico,clients_f,7060.105897471405
28,FY24,Latin America,Mexico,clients_m,6437.118972599055
28,FY24,Latin America,Mexico,clients_total,13497.22487007046
28,FY24,Latin America,Peru,edu_f,0
28,FY24,Latin America,Peru,edu_m,0
28,FY24,Latin America,Peru,edu_total,0
28,FY24,Latin America,Peru,health_f,17790.857413890775
28,FY24,Latin America,Peru,health_m,8869.358086952941
28,FY24,Latin America,Peru,health_total,26660.21550084372
28,FY24,Latin America,Peru,power_f,95.02484815659692
28,FY24,Latin America,Peru,power_m,28.139390004889258
28,FY24,Latin America,Peru,power_total,123.1642381614862
28,FY24,Latin America,Peru,safety_f,9115.265690186912
28,FY24,Latin America,Peru,safety_m,2945.4477582294253
28,FY24,Latin America,Peru,safety_total,12060.713448416338
28,FY24,Latin America,Peru,wb_f,1624.908480621258
28,FY24,Latin America,Peru,wb_m,364.95062679712305
28,FY24,Latin America,Peru,wb_total,1989.8591074183812
28,FY24,Latin America,Peru,clients_f,22843.27051805137
28,FY24,Latin America,Peru,clients_m,10453.01443857401
28,FY24,Latin America,Peru,clients_total,33296.28495662537
28,FY24,Latin America,Venezuela,edu_f,368.97098701154425
28,FY24,Latin America,Venezuela,edu_m,380.1834670711369
28,FY24,Latin America,Venezuela,edu_total,749.1544540826811
28,FY24,Latin America,Venezuela,health_f,65185.55617101561
28,FY24,Latin America,Venezuela,health_m,25153.796929619413
28,FY24,Latin America,Venezuela,health_total,90339.35310063502
28,FY24,Latin America,Venezuela,power_f,26.16388222637344
28,FY24,Latin America,Venezuela,power_m,15.227383645946432
28,FY24,Latin America,Venezuela,power_total,41.39126587231988
28,FY24,Latin America,Venezuela,safety_f,12139.525562657504
28,FY24,Latin America,Venezuela,safety_m,3544.5422597359156
28,FY24,Latin America,Venezuela,safety_total,15684.06782239342
28,FY24,Latin America,Venezuela,wb_f,940.2001351496444
28,FY24,Latin America,Venezuela,wb_m,374.2138173072952
28,FY24,Latin America,Venezuela,wb_total,1314.4139524569396
28,FY24,Latin America,Venezuela,clients_f,74715.21377396528
28,FY24,Latin America,Venezuela,clients_m,28137.74167329149
28,FY24,Latin America,Venezuela,clients_total,102852.95544725678
29,FY19,Latin America,Colombia,edu_f,0
29,FY19,Latin America,Colombia,edu_m,0
29,FY19,Latin America,Colombia,edu_total,0
29,FY19,Latin America,Colombia,health_f,35262.78697845066
29,FY19,Latin America,Colombia,health_m,6559.071895764916
29,FY19,Latin America,Colombia,health_total,41821.85887421558
29,FY19,Latin America,Colombia,power_f,0
29,FY19,Latin America,Colombia,power_m,0
29,FY19,Latin America,Colombia,power_total,0
29,FY19,Latin America,Colombia,safety_f,3923.8881884141592
29,FY19,Latin America,Colombia,safety_m,35.12274660079349
29,FY19,Latin America,Colombia,safety_total,3959.010935014953
29,FY19,Latin America,Colombia,wb_f,341.8344619721759
29,FY19,Latin America,Colombia,wb_m,82.09438199140082
29,FY19,Latin America,Colombia,wb_total,423.9288439635767
29,FY19,Latin America,Colombia,clients_f,37117.873106161736
29,FY19,Latin America,Colombia,clients_m,6611.5966962588245
29,FY19,Latin America,Colombia,clients_total,43729.46980242056
29,FY19,Latin America,NCA,edu_f,0
29,FY19,Latin America,NCA,edu_m,0
29,FY19,Latin America,NCA,edu_total,0
29,FY19,Latin America,NCA,health_f,0
29,FY19,Latin America,NCA,health_m,0
29,FY19,Latin America,NCA,health_total,0
29,FY19,Latin America,NCA,power_f,54.18075400725443
29,FY19,Latin America,NCA,power_m,81.12415350976251
29,FY19,Latin America,NCA,power_total,135.30490751701694
29,FY19,Latin America,NCA,safety_f,0
29,FY19,Latin America,NCA,safety_m,0
29,FY19,Latin America,NCA,safety_total,0
29,FY19,Latin America,NCA,wb_f,449.2663660564919
29,FY19,Latin America,NCA,wb_m,240.4139566412344
29,FY19,Latin America,NCA,wb_total,689.6803226977263
29,FY19,Latin America,NCA,clients_f,474.7441924508279
29,FY19,Latin America,NCA,clients_m,278.5615819449321
29,FY19,Latin America,NCA,clients_total,753.3057743957598
29,FY20,Latin America,Colombia,edu_f,0
29,FY20,Latin America,Colombia,edu_m,0
29,FY20,Latin America,Colombia,edu_total,0
29,FY20,Latin America,Colombia,health_f,66440.5841965619
29,FY20,Latin America,Colombia,health_m,24128.261997279373
29,FY20,Latin America,Colombia,health_total,90568.84619384128
29,FY20,Latin America,Colombia,power_f,0
29,FY20,Latin America,Colombia,power_m,0
29,FY20,Latin America,Colombia,power_total,0
29,FY20,Latin America,Colombia,safety_f,3387.9399062819193
29,FY20,Latin America,Colombia,safety_m,143.34362838767814
29,FY20,Latin America,Colombia,safety_total,3531.2835346695974
29,FY20,Latin America,Colombia,wb_f,4226.669022924349
29,FY20,Latin America,Colombia,wb_m,1488.7071874152816
29,FY20,Latin America,Colombia,wb_total,5715.37621033963
29,FY20,Latin America,Colombia,clients_f,70990.88765828445
29,FY20,Latin America,Colombia,clients_m,24974.864863384108
29,FY20,Latin America,Colombia,clients_total,95965.75252166856
29,FY20,Latin America,Mexico,edu_f,0
29,FY20,Latin America,Mexico,edu_m,0
29,FY20,Latin America,Mexico,edu_total,0
29,FY20,Latin America,Mexico,health_f,1.2041281120196523
29,FY20,Latin America,Mexico,health_m,0
29,FY20,Latin America,Mexico,health_total,1.2041281120196523
29,FY20,Latin America,Mexico,power_f,897.8670040371478
29,FY20,Latin America,Mexico,power_m,205.6393827952263
29,FY20,Latin America,Mexico,power_total,1103.506386832374
29,FY20,Latin America,Mexico,safety_f,1100.5465862761023
29,FY20,Latin America,Mexico,safety_m,79.35288391966998
29,FY20,Latin America,Mexico,safety_total,1179.8994701957722
29,FY20,Latin America,Mexico,wb_f,468.37877336455233
29,FY20,Latin America,Mexico,wb_m,139.02316518553835
29,FY20,Latin America,Mexico,wb_total,607.4019385500907
29,FY20,Latin America,Mexico,clients_f,1768.9959024835111
29,FY20,Latin America,Mexico,clients_m,248.2605492451131
29,FY20,Latin America,Mexico,clients_total,2017.2564517286244
29,FY20,Latin America,NCA,edu_f,0
29,FY20,Latin America,NCA,edu_m,0
29,FY20,Latin America,NCA,edu_total,0
29,FY20,Latin America,NCA,health_f,0
29,FY20,Latin America,NCA,health_m,0
29,FY20,Latin America,NCA,health_total,0
29,FY20,Latin America,NCA,power_f,0
29,FY20,Latin America,NCA,power_m,0
29,FY20,Latin America,NCA,power_total,0
29,FY20,Latin America,NCA,safety_f,2538.7899150187595
29,FY20,Latin America,NCA,safety_m,1721.5380906517796
29,FY20,Latin America,NCA,safety_total,4260.328005670539
29,FY20,Latin America,NCA,wb_f,640.2914020061394
29,FY20,Latin America,NCA,wb_m,50.98505304510359
29,FY20,Latin America,NCA,wb_total,691.2764550512429
29,FY20,Latin America,NCA,clients_f,2881.6228208019825
29,FY20,Latin America,NCA,clients_m,1748.8371514145988
29,FY20,Latin America,NCA,clients_total,4630.45997221658
29,FY20,Latin America,Venezuela,edu_f,0
29,FY20,Latin America,Venezuela,edu_m,0
29,FY20,Latin America,Venezuela,edu_total,0
29,FY20,Latin America,Venezuela,health_f,7871.610896132034
29,FY20,Latin America,Venezuela,health_m,4264.254426831409
29,FY20,Latin America,Venezuela,health_total,12135.865322963444
29,FY20,Latin America,Venezuela,power_f,0
29,FY20,Latin America,Venezuela,power_m,0
29,FY20,Latin America,Venezuela,power_total,0
29,FY20,Latin America,Venezuela,safety_f,1024.7247945721488
29,FY20,Latin America,Venezuela,safety_m,7.626800570885118
29,FY20,Latin America,Venezuela,safety_total,1032.3515951430338
29,FY20,Latin America,Venezuela,wb_f,0
29,FY20,Latin America,Venezuela,wb_m,0
29,FY20,Latin America,Venezuela,wb_total,0
29,FY20,Latin America,Venezuela,clients_f,8352.65623979665
29,FY20,Latin America,Venezuela,clients_m,4267.8347411985305
29,FY20,Latin America,Venezuela,clients_total,12620.49098099518
29,FY21,Latin America,Colombia,edu_f,9154.611105980102
29,FY21,Latin America,Colombia,edu_m,7045.840862646268
29,FY21,Latin America,Colombia,edu_total,16200.45196862637
29,FY21,Latin America,Colombia,health_f,52964.405855927806
29,FY21,Latin America,Colombia,health_m,31772.482102608872
29,FY21,Latin America,Colombia,health_total,84736.88795853668
29,FY21,Latin America,Colombia,power_f,0.9939901447662388
29,FY21,Latin America,Colombia,power_m,261.2515870236767
29,FY21,Latin America,Colombia,power_total,262.24557716844294
29,FY21,Latin America,Colombia,safety_f,15641.371233626438
29,FY21,Latin America,Colombia,safety_m,5182.850575240525
29,FY21,Latin America,Colombia,safety_total,20824.22180886696
29,FY21,Latin America,Colombia,wb_f,6106.396134865292
29,FY21,Latin America,Colombia,wb_m,1235.4770058145205
29,FY21,Latin America,Colombia,wb_total,7341.873140679812
29,FY21,Latin America,Colombia,clients_f,69351.5306388425
29,FY21,Latin America,Colombia,clients_m,38676.49981276435
29,FY21,Latin America,Colombia,clients_total,108028.03045160686
29,FY21,Latin America,Ecuador,edu_f,0
29,FY21,Latin America,Ecuador,edu_m,0
29,FY21,Latin America,Ecuador,edu_total,0
29,FY21,Latin America,Ecuador,health_f,0
29,FY21,Latin America,Ecuador,health_m,0
29,FY21,Latin America,Ecuador,health_total,0
29,FY21,Latin America,Ecuador,power_f,0
29,FY21,Latin America,Ecuador,power_m,0
29,FY21,Latin America,Ecuador,power_total,0
29,FY21,Latin America,Ecuador,safety_f,277.27625211364176
29,FY21,Latin America,Ecuador,safety_m,92.01594306344865
29,FY21,Latin America,Ecuador,safety_total,369.2921951770904
29,FY21,Latin America,Ecuador,wb_f,665.2973783425492
29,FY21,Latin America,Ecuador,wb_m,377.2949682114655
29,FY21,Latin America,Ecuador,wb_total,1042.5923465540147
29,FY21,Latin America,Ecuador,clients_f,786.096516505336
29,FY21,Latin America,Ecuador,clients_m,417.38295464051384
29,FY21,Latin America,Ecuador,clients_total,1203.47947114585
29,FY21,Latin America,Mexico,edu_f,0
29,FY21,Latin America,Mexico,edu_m,0
29,FY21,Latin America,Mexico,edu_total,0
29,FY21,Latin America,Mexico,health_f,351.6570922160432
29,FY21,Latin America,Mexico,health_m,328.7097689136164
29,FY21,Latin America,Mexico,health_total,680.3668611296596
29,FY21,Latin America,Mexico,power_f,5297.295612435977
29,FY21,Latin America,Mexico,power_m,5915.342339371708
29,FY21,Latin America,Mexico,power_total,11212.637951807685
29,FY21,Latin America,Mexico,safety_f,358.72414492845957
29,FY21,Latin America,Mexico,safety_m,194.9700291372957
29,FY21,Latin America,Mexico,safety_total,553.6941740657553
29,FY21,Latin America,Mexico,wb_f,4459.817236624922
29,FY21,Latin America,Mexico,wb_m,4433.8765679705475
29,FY21,Latin America,Mexico,wb_total,8893.69380459547
29,FY21,Latin America,Mexico,clients_f,8860.326008439091
29,FY21,Latin America,Mexico,clients_m,9360.234368085416
29,FY21,Latin America,Mexico,clients_total,18220.56037652451
29,FY21,Latin America,NCA,edu_f,0
29,FY21,Latin America,NCA,edu_m,0
29,FY21,Latin America,NCA,edu_total,0
29,FY21,Latin America,NCA,health_f,0
29,FY21,Latin America,NCA,health_m,0
29,FY21,Latin America,NCA,health_total,0
29,FY21,Latin America,NCA,power_f,1290.500879111043
29,FY21,Latin America,NCA,power_m,1033.9583188894865
29,FY21,Latin America,NCA,power_total,2324.45919800053
29,FY21,Latin America,NCA,safety_f,576.3318990336642
29,FY21,Latin America,NCA,safety_m,56.39237150128778
29,FY21,Latin America,NCA,safety_total,632.724270534952
29,FY21,Latin America,NCA,wb_f,706.9960203885822
29,FY21,Latin America,NCA,wb_m,189.0722098852689
29,FY21,Latin America,NCA,wb_total,896.0682302738511
29,FY21,Latin America,NCA,clients_f,2047.068129170038
29,FY21,Latin America,NCA,clients_m,1180.9381639139722
29,FY21,Latin America,NCA,clients_total,3228.0062930840104
29,FY21,Latin America,Venezuela,edu_f,2995.9448998189355
29,FY21,Latin America,Venezuela,edu_m,2930.5076617173995
29,FY21,Latin America,Venezuela,edu_total,5926.4525615363345
29,FY21,Latin America,Venezuela,health_f,17346.586485826574
29,FY21,Latin America,Venezuela,health_m,15748.922569444449
29,FY21,Latin America,Venezuela,health_total,33095.50905527102
29,FY21,Latin America,Venezuela,power_f,0
29,FY21,Latin America,Venezuela,power_m,0
29,FY21,Latin America,Venezuela,power_total,0
29,FY21,Latin America,Venezuela,safety_f,5105.5750279459435
29,FY21,Latin America,Venezuela,safety_m,490.0777433325427
29,FY21,Latin America,Venezuela,safety_total,5595.652771278486
29,FY21,Latin America,Venezuela,wb_f,1059.2452427025223
29,FY21,Latin America,Venezuela,wb_m,671.3636651253087
29,FY21,Latin America,Venezuela,wb_total,1730.6089078278312
29,FY21,Latin America,Venezuela,clients_f,21817.72888123234
29,FY21,Latin America,Venezuela,clients_m,17893.996176207867
29,FY21,Latin America,Venezuela,clients_total,39711.725057440206
29,FY22,Latin America,Colombia,edu_f,9457.882016858188
29,FY22,Latin America,Colombia,edu_m,6752.453622872523
29,FY22,Latin America,Colombia,edu_total,16210.33563973071
29,FY22,Latin America,Colombia,health_f,88977.07044644699
29,FY22,Latin America,Colombia,health_m,54769.641516681135
29,FY22,Latin America,Colombia,health_total,143746.71196312812
29,FY22,Latin America,Colombia,power_f,106.21724439604832
29,FY22,Latin America,Colombia,power_m,62.0351048528862
29,FY22,Latin America,Colombia,power_total,168.25234924893454
29,FY22,Latin America,Colombia,safety_f,44303.67674379244
29,FY22,Latin America,Colombia,safety_m,13358.43476350173
29,FY22,Latin America,Colombia,safety_total,57662.111507294176
29,FY22,Latin America,Colombia,wb_f,9563.78071264734
29,FY22,Latin America,Colombia,wb_m,1657.0774781253092
29,FY22,Latin America,Colombia,wb_total,11220.85819077265
29,FY22,Latin America,Colombia,clients_f,112620.07036925777
29,FY22,Latin America,Colombia,clients_m,63423.761115021145
29,FY22,Latin America,Colombia,clients_total,176043.8314842789
29,FY22,Latin America,Ecuador,edu_f,0
29,FY22,Latin America,Ecuador,edu_m,0
29,FY22,Latin America,Ecuador,edu_total,0
29,FY22,Latin America,Ecuador,health_f,34826.71535481162
29,FY22,Latin America,Ecuador,health_m,21246.22740801311
29,FY22,Latin America,Ecuador,health_total,56072.94276282473
29,FY22,Latin America,Ecuador,power_f,22.257638399399937
29,FY22,Latin America,Ecuador,power_m,8.116392910607393
29,FY22,Latin America,Ecuador,power_total,30.374031310007332
29,FY22,Latin America,Ecuador,safety_f,496.4072360696518
29,FY22,Latin America,Ecuador,safety_m,166.8659268522201
29,FY22,Latin America,Ecuador,safety_total,663.2731629218719
29,FY22,Latin America,Ecuador,wb_f,5537.598020395743
29,FY22,Latin America,Ecuador,wb_m,2812.892406189929
29,FY22,Latin America,Ecuador,wb_total,8350.490426585671
29,FY22,Latin America,Ecuador,clients_f,36814.14993959069
29,FY22,Latin America,Ecuador,clients_m,22204.11534760498
29,FY22,Latin America,Ecuador,clients_total,59018.26528719567
29,FY22,Latin America,El Salvador,edu_f,0
29,FY22,Latin America,El Salvador,edu_m,0
29,FY22,Latin America,El Salvador,edu_total,0
29,FY22,Latin America,El Salvador,health_f,0
29,FY22,Latin America,El Salvador,health_m,0
29,FY22,Latin America,El Salvador,health_total,0
29,FY22,Latin America,El Salvador,power_f,10844.066000674096
29,FY22,Latin America,El Salvador,power_m,18022.70084153488
29,FY22,Latin America,El Salvador,power_total,28866.766842208977
29,FY22,Latin America,El Salvador,safety_f,4398.592895312386
29,FY22,Latin America,El Salvador,safety_m,1267.3865706308288
29,FY22,Latin America,El Salvador,safety_total,5665.979465943215
29,FY22,Latin America,El Salvador,wb_f,1300.1671461303663
29,FY22,Latin America,El Salvador,wb_m,681.0316671228805
29,FY22,Latin America,El Salvador,wb_total,1981.198813253247
29,FY22,Latin America,El Salvador,clients_f,13792.65367995869
29,FY22,Latin America,El Salvador,clients_m,19054.34936085303
29,FY22,Latin America,El Salvador,clients_total,32847.003040811724
29,FY22,Latin America,Guatemala,edu_f,0
29,FY22,Latin America,Guatemala,edu_m,0
29,FY22,Latin America,Guatemala,edu_total,0
29,FY22,Latin America,Guatemala,health_f,0
29,FY22,Latin America,Guatemala,health_m,0
29,FY22,Latin America,Guatemala,health_total,0
29,FY22,Latin America,Guatemala,power_f,201.51892689127652
29,FY22,Latin America,Guatemala,power_m,159.93817102843516
29,FY22,Latin America,Guatemala,power_total,361.4570979197117
29,FY22,Latin America,Guatemala,safety_f,2115.298183804597
29,FY22,Latin America,Guatemala,safety_m,952.0547962107152
29,FY22,Latin America,Guatemala,safety_total,3067.3529800153124
29,FY22,Latin America,Guatemala,wb_f,451.327234833135
29,FY22,Latin America,Guatemala,wb_m,33.46479998179373
29,FY22,Latin America,Guatemala,wb_total,484.7920348149287
29,FY22,Latin America,Guatemala,clients_f,2469.7584090958867
29,FY22,Latin America,Guatemala,clients_m,1041.110884225423
29,FY22,Latin America,Guatemala,clients_total,3510.8692933213097
29,FY22,Latin America,Honduras,edu_f,0
29,FY22,Latin America,Honduras,edu_m,0
29,FY22,Latin America,Honduras,edu_total,0
29,FY22,Latin America,Honduras,health_f,0
29,FY22,Latin America,Honduras,health_m,0
29,FY22,Latin America,Honduras,health_total,0
29,FY22,Latin America,Honduras,power_f,76.91341709839341
29,FY22,Latin America,Honduras,power_m,28.00076734442811
29,FY22,Latin America,Honduras,power_total,104.91418444282152
29,FY22,Latin America,Honduras,safety_f,13159.199176205326
29,FY22,Latin America,Honduras,safety_m,567.243511248787
29,FY22,Latin America,Honduras,safety_total,13726.442687454111
29,FY22,Latin America,Honduras,wb_f,53.606600536985255
29,FY22,Latin America,Honduras,wb_m,62.47920948644112
29,FY22,Latin America,Honduras,wb_total,116.08581002342638
29,FY22,Latin America,Honduras,clients_f,13234.038570002953
29,FY22,Latin America,Honduras,clients_m,617.8338559576655
29,FY22,Latin America,Honduras,clients_total,13851.872425960615
29,FY22,Latin America,Mexico,edu_f,0
